timestamp,device_id,seq_num,msg_type,temperature,humidity,duplicate_flag,gap_flag,retransmit_flag,packet_bytes
2025-12-24 21:15:27,1001,41,DATA,23.28,50.37,0,0,0,51
2025-12-24 21:15:28,1001,42,DATA,20.25,64.31,0,0,0,51
2025-12-24 21:15:29,1001,43,DATA,24.94,60.24,0,0,0,51
2025-12-24 21:15:30,1001,44,DATA,24.12,47.5,0,0,0,50
2025-12-24 21:15:31,1001,45,DATA,20.17,49.98,0,0,0,51
2025-12-24 21:15:32,1001,46,DATA,22.07,46.3,0,0,0,50
2025-12-24 21:15:33,1001,47,DATA,22.85,49.67,0,0,0,51
2025-12-24 21:15:34,1001,48,DATA,21.04,52.82,0,0,0,51
2025-12-24 21:15:35,1001,49,DATA,20.42,61.75,0,0,0,51
2025-12-24 21:15:36,1001,50,DATA,24.18,56.83,0,0,0,51
2025-12-24 21:15:37,1001,51,DATA,24.76,51.59,0,0,0,51
2025-12-24 21:15:38,1001,52,DATA,19.88,56.21,0,0,0,51
2025-12-24 21:15:39,1001,53,DATA,21.57,49.96,0,0,0,51
2025-12-24 21:15:40,1001,54,DATA,24.98,52.64,0,0,0,51
2025-12-24 21:15:41,1001,55,DATA,23.81,58.83,0,0,0,51
2025-12-24 21:15:42,1001,56,DATA,19.43,64.87,0,0,0,51
2025-12-24 21:15:43,1001,57,DATA,23.61,58.39,0,0,0,51
2025-12-24 21:15:44,1001,58,DATA,21.05,50.99,0,0,0,51
2025-12-24 21:15:45,1001,59,DATA,22.89,47.04,0,0,0,51
2025-12-24 21:15:57,1002,1,BATCH_DATA,22.64,54.2,0,0,0,112
2025-12-24 21:15:57,1002,2,BATCH_DATA,24.77,61.94,0,0,0,112
2025-12-24 21:15:57,1002,3,BATCH_DATA,19.34,63.67,0,0,0,162
2025-12-24 21:15:57,1002,4,BATCH_DATA,21.1,64.84,0,0,0,162
2025-12-24 21:15:57,1002,5,BATCH_DATA,24.32,59.3,0,0,0,162
2025-12-24 21:16:02,1002,6,BATCH_DATA,21.05,55.64,0,0,0,113
2025-12-24 21:16:02,1002,7,BATCH_DATA,20.32,47.13,0,0,0,113
2025-12-24 21:16:02,1002,8,BATCH_DATA,24.57,63.81,0,0,0,165
2025-12-24 21:16:02,1002,9,BATCH_DATA,19.69,62.93,0,0,0,165
2025-12-24 21:16:02,1002,10,BATCH_DATA,23.15,57.61,0,0,0,165
2025-12-24 21:16:07,1002,11,BATCH_DATA,22.43,50.98,0,0,0,115
2025-12-24 21:16:07,1002,12,BATCH_DATA,24.51,48.19,0,0,0,115
2025-12-24 21:16:07,1002,13,BATCH_DATA,24.56,50.22,0,0,0,167
2025-12-24 21:16:07,1002,14,BATCH_DATA,24.37,46.72,0,0,0,167
2025-12-24 21:16:07,1002,15,BATCH_DATA,24.39,62.77,0,0,0,167
2025-12-24 21:16:12,1002,16,BATCH_DATA,24.82,54.59,0,0,0,115
2025-12-24 21:16:12,1002,17,BATCH_DATA,19.96,57.92,0,0,0,115
2025-12-24 21:16:12,1002,18,BATCH_DATA,19.29,52.91,0,0,0,167
2025-12-24 21:16:12,1002,19,BATCH_DATA,24.97,62.41,0,0,0,167
2025-12-24 21:16:12,1002,20,BATCH_DATA,22.64,54.42,0,0,0,167
2025-12-24 21:16:17,1002,21,BATCH_DATA,19.13,62.98,0,0,0,115
2025-12-24 21:16:17,1002,22,BATCH_DATA,20.58,64.78,0,0,0,115
2025-12-24 21:16:17,1002,23,BATCH_DATA,23.38,62.32,0,0,0,167
2025-12-24 21:16:17,1002,24,BATCH_DATA,24.87,60.85,0,0,0,167
2025-12-24 21:16:17,1002,25,BATCH_DATA,20.93,51.32,0,0,0,167
2025-12-24 21:16:22,1002,26,BATCH_DATA,19.89,49.9,0,0,0,114
2025-12-24 21:16:22,1002,27,BATCH_DATA,21.88,61.59,0,0,0,114
2025-12-24 21:16:22,1002,28,BATCH_DATA,21.13,59.05,0,0,0,167
2025-12-24 21:16:22,1002,29,BATCH_DATA,19.13,48.86,0,0,0,167
2025-12-24 21:16:22,1002,30,BATCH_DATA,24.15,64.32,0,0,0,167
2025-12-24 21:16:27,1002,31,BATCH_DATA,19.64,49.66,0,0,0,114
2025-12-24 21:16:27,1002,32,BATCH_DATA,21.92,46.7,0,0,0,114
2025-12-24 21:16:27,1002,33,BATCH_DATA,22.64,46.04,0,0,0,167
2025-12-24 21:16:27,1002,34,BATCH_DATA,21.52,54.91,0,0,0,167
2025-12-24 21:16:27,1002,35,BATCH_DATA,22.67,58.94,0,0,0,167
2025-12-24 21:16:32,1002,36,BATCH_DATA,22.38,61.42,0,0,0,115
2025-12-24 21:16:32,1002,37,BATCH_DATA,24.01,61.73,0,0,0,115
2025-12-24 21:16:32,1002,38,BATCH_DATA,21.65,48.49,0,0,0,166
2025-12-24 21:16:32,1002,39,BATCH_DATA,22.47,55.98,0,0,0,166
2025-12-24 21:16:32,1002,40,BATCH_DATA,20.1,54.54,0,0,0,166
2025-12-24 21:16:37,1002,41,BATCH_DATA,22.8,61.0,0,0,0,113
2025-12-24 21:16:37,1002,42,BATCH_DATA,22.86,62.54,0,0,0,113
2025-12-24 21:16:37,1002,43,BATCH_DATA,22.92,49.16,0,0,0,167
2025-12-24 21:16:37,1002,44,BATCH_DATA,22.89,64.04,0,0,0,167
2025-12-24 21:16:37,1002,45,BATCH_DATA,22.46,61.73,0,0,0,167
2025-12-24 21:16:42,1002,46,BATCH_DATA,20.12,50.85,0,0,0,115
2025-12-24 21:16:42,1002,47,BATCH_DATA,20.95,52.91,0,0,0,115
2025-12-24 21:16:42,1002,48,BATCH_DATA,19.48,59.71,0,0,0,166
2025-12-24 21:16:42,1002,49,BATCH_DATA,21.1,53.17,0,0,0,166
2025-12-24 21:16:42,1002,50,BATCH_DATA,23.16,52.15,0,0,0,166
2025-12-24 21:16:47,1002,51,BATCH_DATA,19.49,49.16,0,0,0,115
2025-12-24 21:16:47,1002,52,BATCH_DATA,24.72,57.25,0,0,0,115
2025-12-24 21:16:47,1002,53,BATCH_DATA,24.16,64.37,0,0,0,166
2025-12-24 21:16:47,1002,54,BATCH_DATA,24.24,56.34,0,0,0,166
2025-12-24 21:16:47,1002,55,BATCH_DATA,20.6,60.38,0,0,0,166
2025-12-24 21:16:52,1002,56,BATCH_DATA,19.4,56.14,0,0,0,114
2025-12-24 21:16:52,1002,57,BATCH_DATA,22.87,58.07,0,0,0,114
2025-12-24 21:16:52,1002,58,BATCH_DATA,23.33,60.73,0,0,0,114
2025-12-24 21:16:52,1002,59,BATCH_DATA,24.9,56.98,0,0,0,114
2025-12-24 21:17:27,1003,1,BATCH_DATA,24.3,51.91,0,0,0,161
2025-12-24 21:17:27,1003,2,BATCH_DATA,24.83,56.45,0,0,0,161
2025-12-24 21:17:27,1003,3,BATCH_DATA,22.0,46.4,0,0,0,161
2025-12-24 21:17:27,1003,4,BATCH_DATA,19.1,64.67,0,0,0,112
2025-12-24 21:17:27,1003,5,BATCH_DATA,19.12,61.45,0,0,0,112
2025-12-24 21:17:27,1003,6,BATCH_DATA,21.03,49.07,0,0,0,113
2025-12-24 21:17:27,1003,7,BATCH_DATA,20.65,57.47,0,0,0,113
2025-12-24 21:17:27,1003,8,BATCH_DATA,23.27,64.72,0,0,0,113
2025-12-24 21:17:27,1003,9,BATCH_DATA,19.86,47.82,0,0,0,113
2025-12-24 21:17:27,1003,10,BATCH_DATA,20.33,62.17,0,0,0,114
2025-12-24 21:17:27,1003,11,BATCH_DATA,23.36,64.1,0,0,0,114
2025-12-24 21:17:27,1003,12,BATCH_DATA,24.66,45.45,0,0,0,115
2025-12-24 21:17:27,1003,13,BATCH_DATA,22.63,49.79,0,0,0,115
2025-12-24 21:17:27,1003,14,BATCH_DATA,19.78,45.12,0,0,0,114
2025-12-24 21:17:27,1003,15,BATCH_DATA,24.64,45.3,0,0,0,114
2025-12-24 21:17:27,1003,16,BATCH_DATA,21.54,62.08,0,0,0,166
2025-12-24 21:17:27,1003,17,BATCH_DATA,21.05,57.97,0,0,0,166
2025-12-24 21:17:27,1003,18,BATCH_DATA,24.5,54.36,0,0,0,166
2025-12-24 21:17:27,1003,19,BATCH_DATA,24.89,63.1,0,0,0,114
2025-12-24 21:17:27,1003,20,BATCH_DATA,24.28,60.36,0,0,0,114
2025-12-24 21:17:27,1003,21,BATCH_DATA,21.52,63.22,0,0,0,115
2025-12-24 21:17:27,1003,22,BATCH_DATA,19.01,63.36,0,0,0,115
2025-12-24 21:17:27,1003,23,BATCH_DATA,21.38,58.43,0,0,0,115
2025-12-24 21:17:27,1003,24,BATCH_DATA,23.75,58.73,0,0,0,115
2025-12-24 21:17:27,1003,25,BATCH_DATA,23.46,64.07,0,0,0,114
2025-12-24 21:17:27,1003,26,BATCH_DATA,21.72,48.0,0,0,0,114
2025-12-24 21:17:27,1003,27,BATCH_DATA,22.49,47.23,0,0,0,115
2025-12-24 21:17:27,1003,28,BATCH_DATA,21.05,51.35,0,0,0,115
2025-12-24 21:17:27,1003,29,BATCH_DATA,22.36,55.89,0,0,0,115
2025-12-24 21:17:27,1003,30,BATCH_DATA,20.69,54.99,0,0,0,115
2025-12-24 21:17:57,1003,31,BATCH_DATA,23.85,50.43,0,0,0,166
2025-12-24 21:17:57,1003,32,BATCH_DATA,21.9,55.68,0,0,0,166
2025-12-24 21:17:57,1003,33,BATCH_DATA,20.38,58.55,0,0,0,166
2025-12-24 21:17:57,1003,34,BATCH_DATA,24.77,64.9,0,0,0,114
2025-12-24 21:17:57,1003,35,BATCH_DATA,19.76,54.74,0,0,0,114
2025-12-24 21:17:57,1003,36,BATCH_DATA,20.39,55.55,0,0,0,115
2025-12-24 21:17:57,1003,37,BATCH_DATA,20.06,48.27,0,0,0,115
2025-12-24 21:17:57,1003,38,BATCH_DATA,24.75,58.32,0,0,0,167
2025-12-24 21:17:57,1003,39,BATCH_DATA,20.88,60.53,0,0,0,167
2025-12-24 21:17:57,1003,40,BATCH_DATA,24.39,54.05,0,0,0,167
2025-12-24 21:17:57,1003,41,BATCH_DATA,24.02,60.48,0,0,0,115
2025-12-24 21:17:57,1003,42,BATCH_DATA,20.74,50.37,0,0,0,115
2025-12-24 21:17:57,1003,43,BATCH_DATA,23.26,63.6,0,0,0,114
2025-12-24 21:17:57,1003,44,BATCH_DATA,19.32,61.17,0,0,0,114
2025-12-24 21:17:57,1003,45,BATCH_DATA,24.1,52.7,0,0,0,165
2025-12-24 21:17:57,1003,46,BATCH_DATA,19.85,53.65,0,0,0,165
2025-12-24 21:17:57,1003,47,BATCH_DATA,24.77,51.91,0,0,0,165
2025-12-24 21:17:57,1003,48,BATCH_DATA,23.82,51.22,0,0,0,115
2025-12-24 21:17:57,1003,49,BATCH_DATA,24.39,47.38,0,0,0,115
2025-12-24 21:17:57,1003,50,BATCH_DATA,23.95,54.43,0,0,0,115
2025-12-24 21:17:57,1003,51,BATCH_DATA,23.22,63.95,0,0,0,115
2025-12-24 21:17:57,1003,52,BATCH_DATA,21.41,61.12,0,0,0,115
2025-12-24 21:17:57,1003,53,BATCH_DATA,24.38,63.64,0,0,0,115
2025-12-24 21:17:57,1003,54,BATCH_DATA,21.08,55.95,0,0,0,115
2025-12-24 21:17:57,1003,55,BATCH_DATA,24.11,59.22,0,0,0,115
2025-12-24 21:17:57,1003,56,BATCH_DATA,24.39,46.55,0,0,0,115
2025-12-24 21:17:57,1003,57,BATCH_DATA,23.04,64.09,0,0,0,115
2025-12-24 21:17:57,1003,58,BATCH_DATA,24.81,56.5,0,0,0,114
2025-12-24 21:17:57,1003,59,BATCH_DATA,21.69,49.58,0,0,0,114
2025-12-24 21:18:04,1004,1,DATA,23.36,48.49,0,0,0,51
2025-12-24 21:18:05,1004,2,DATA,20.61,58.86,0,0,0,51
2025-12-24 21:18:06,1004,3,DATA,20.5,55.32,0,0,0,50
2025-12-24 21:18:07,1004,4,DATA,20.81,54.76,0,0,0,51
2025-12-24 21:18:08,1004,5,DATA,23.56,55.38,0,0,0,51
2025-12-24 21:18:09,1004,6,DATA,20.66,54.13,0,0,0,51
2025-12-24 21:18:10,1004,7,DATA,23.42,48.1,0,0,0,50
2025-12-24 21:18:11,1004,8,DATA,22.9,46.16,0,0,0,50
2025-12-24 21:18:12,1004,9,DATA,21.2,48.9,0,0,0,49
2025-12-24 21:18:13,1004,10,DATA,24.99,56.43,0,0,0,51
2025-12-24 21:18:14,1004,11,DATA,19.56,49.93,0,0,0,51
2025-12-24 21:18:15,1004,12,DATA,24.97,54.32,0,0,0,51
2025-12-24 21:18:16,1004,13,DATA,23.03,57.37,0,0,0,51
2025-12-24 21:18:17,1004,14,DATA,22.31,59.19,0,0,0,51
2025-12-24 21:18:18,1004,15,DATA,19.05,56.38,0,0,0,51
2025-12-24 21:18:19,1004,16,DATA,22.52,61.99,0,0,0,51
2025-12-24 21:18:20,1004,17,DATA,23.24,48.77,0,0,0,51
2025-12-24 21:18:21,1004,18,DATA,19.88,64.86,0,0,0,51
2025-12-24 21:18:22,1004,19,DATA,23.4,56.25,0,0,0,50
2025-12-24 21:18:23,1004,20,DATA,24.77,45.23,0,0,0,51
2025-12-24 21:18:24,1004,21,DATA,23.27,52.08,0,0,0,51
2025-12-24 21:18:25,1004,22,DATA,21.42,59.26,0,0,0,51
2025-12-24 21:18:26,1004,23,DATA,19.68,50.2,0,0,0,50
2025-12-24 21:18:27,1004,24,DATA,19.14,55.75,0,0,0,51
2025-12-24 21:18:28,1004,25,DATA,21.36,59.57,0,0,0,51
2025-12-24 21:18:29,1004,26,DATA,20.12,49.13,0,0,0,51
2025-12-24 21:18:30,1004,27,DATA,19.14,51.85,0,0,0,51
2025-12-24 21:18:31,1004,28,DATA,21.54,47.7,0,0,0,50
2025-12-24 21:18:32,1004,29,DATA,21.35,50.53,0,0,0,51
2025-12-24 21:18:33,1004,30,DATA,22.04,51.85,0,0,0,51
2025-12-24 21:18:34,1004,31,DATA,19.07,61.63,0,0,0,51
2025-12-24 21:18:35,1004,32,DATA,21.56,50.69,0,0,0,51
2025-12-24 21:18:36,1004,33,DATA,24.64,62.17,0,0,0,51
2025-12-24 21:18:37,1004,34,DATA,24.72,58.34,0,0,0,51
2025-12-24 21:18:38,1004,35,DATA,24.06,56.26,0,0,0,51
2025-12-24 21:18:39,1004,36,DATA,19.67,45.22,0,0,0,51
2025-12-24 21:18:40,1004,37,DATA,23.12,45.32,0,0,0,51
2025-12-24 21:18:41,1004,38,DATA,20.29,64.67,0,0,0,51
2025-12-24 21:18:42,1004,39,DATA,22.32,55.55,0,0,0,51
2025-12-24 21:18:43,1004,40,DATA,24.54,47.62,0,0,0,51
2025-12-24 21:18:44,1004,41,DATA,20.53,62.97,0,0,0,51
2025-12-24 21:18:45,1004,42,DATA,22.4,49.18,0,0,0,50
2025-12-24 21:18:46,1004,43,DATA,21.51,53.27,0,0,0,51
2025-12-24 21:18:47,1004,44,DATA,22.82,52.12,0,0,0,51
2025-12-24 21:18:48,1004,45,DATA,23.07,52.94,0,0,0,51
2025-12-24 21:18:49,1004,46,DATA,24.09,61.63,0,0,0,51
2025-12-24 21:18:50,1004,47,DATA,22.36,63.98,0,0,0,51
2025-12-24 21:18:51,1004,48,DATA,19.06,45.39,0,0,0,51
2025-12-24 21:18:52,1004,49,DATA,22.36,46.73,0,0,0,51
2025-12-24 21:18:53,1004,50,DATA,21.88,46.51,0,0,0,51
2025-12-24 21:18:54,1004,51,DATA,20.7,45.62,0,0,0,50
2025-12-24 21:18:55,1004,52,DATA,20.78,54.38,0,0,0,51
2025-12-24 21:18:56,1004,53,DATA,24.97,63.84,0,0,0,51
2025-12-24 21:18:57,1004,54,DATA,21.51,53.41,0,0,0,51
2025-12-24 21:18:58,1004,55,DATA,20.38,46.37,0,0,0,51
2025-12-24 21:18:59,1004,56,DATA,23.08,51.96,0,0,0,51
2025-12-24 21:19:00,1004,57,DATA,20.15,55.63,0,0,0,51
2025-12-24 21:19:01,1004,58,DATA,23.51,54.48,0,0,0,51
2025-12-24 21:19:02,1004,59,DATA,21.75,49.54,0,0,0,51
2025-12-24 21:19:13,1005,1,BATCH_DATA,19.84,55.61,0,0,0,113
2025-12-24 21:19:13,1005,2,BATCH_DATA,24.05,61.26,0,0,0,113
2025-12-24 21:19:13,1005,3,BATCH_DATA,21.47,48.7,0,0,0,163
2025-12-24 21:19:13,1005,4,BATCH_DATA,20.42,64.47,0,0,0,163
2025-12-24 21:19:13,1005,5,BATCH_DATA,22.23,57.16,0,0,0,163
2025-12-24 21:19:18,1005,8,BATCH_DATA,24.49,61.79,0,1,0,164
2025-12-24 21:19:18,1005,9,BATCH_DATA,24.56,46.48,0,0,0,164
2025-12-24 21:19:18,1005,10,BATCH_DATA,22.3,45.48,0,0,0,164
2025-12-24 21:19:18,1005,6,BATCH_DATA,19.86,60.04,0,0,0,112
2025-12-24 21:19:18,1005,7,BATCH_DATA,21.79,49.3,0,0,0,112
2025-12-24 21:19:23,1005,11,BATCH_DATA,22.89,54.2,0,1,0,114
2025-12-24 21:19:23,1005,12,BATCH_DATA,21.31,62.64,0,0,0,114
2025-12-24 21:19:23,1005,13,BATCH_DATA,24.31,55.46,0,0,0,167
2025-12-24 21:19:23,1005,14,BATCH_DATA,24.57,54.99,0,0,0,167
2025-12-24 21:19:23,1005,15,BATCH_DATA,21.28,62.25,0,0,0,167
2025-12-24 21:19:28,1005,16,BATCH_DATA,23.52,51.89,0,0,0,115
2025-12-24 21:19:28,1005,17,BATCH_DATA,20.88,45.41,0,0,0,115
2025-12-24 21:19:28,1005,18,BATCH_DATA,22.02,48.99,0,0,0,166
2025-12-24 21:19:28,1005,19,BATCH_DATA,19.5,54.33,0,0,0,166
2025-12-24 21:19:28,1005,20,BATCH_DATA,19.02,62.88,0,0,0,166
2025-12-24 21:19:33,1005,21,BATCH_DATA,24.16,57.21,0,0,0,115
2025-12-24 21:19:33,1005,22,BATCH_DATA,23.65,56.58,0,0,0,115
2025-12-24 21:19:33,1005,23,BATCH_DATA,21.54,45.99,0,0,0,167
2025-12-24 21:19:33,1005,24,BATCH_DATA,21.58,62.66,0,0,0,167
2025-12-24 21:19:33,1005,25,BATCH_DATA,19.86,49.16,0,0,0,167
2025-12-24 21:19:38,1005,26,BATCH_DATA,21.77,49.15,0,0,0,115
2025-12-24 21:19:38,1005,27,BATCH_DATA,23.77,46.47,0,0,0,115
2025-12-24 21:19:38,1005,28,BATCH_DATA,23.01,45.83,0,0,0,167
2025-12-24 21:19:38,1005,29,BATCH_DATA,23.24,49.36,0,0,0,167
2025-12-24 21:19:38,1005,30,BATCH_DATA,22.44,50.51,0,0,0,167
2025-12-24 21:19:43,1005,31,BATCH_DATA,24.76,53.6,0,0,0,114
2025-12-24 21:19:43,1005,32,BATCH_DATA,23.93,45.62,0,0,0,114
2025-12-24 21:19:43,1005,33,BATCH_DATA,22.74,64.76,0,0,0,167
2025-12-24 21:19:43,1005,34,BATCH_DATA,24.21,63.46,0,0,0,167
2025-12-24 21:19:43,1005,35,BATCH_DATA,21.31,53.58,0,0,0,167
2025-12-24 21:19:48,1005,36,BATCH_DATA,19.53,58.49,0,0,0,115
2025-12-24 21:19:48,1005,37,BATCH_DATA,21.36,64.84,0,0,0,115
2025-12-24 21:19:48,1005,38,BATCH_DATA,20.94,56.69,0,0,0,167
2025-12-24 21:19:48,1005,39,BATCH_DATA,22.83,58.19,0,0,0,167
2025-12-24 21:19:48,1005,40,BATCH_DATA,22.13,51.84,0,0,0,167
2025-12-24 21:19:53,1005,41,BATCH_DATA,22.44,48.13,0,0,0,115
2025-12-24 21:19:53,1005,42,BATCH_DATA,19.33,64.93,0,0,0,115
2025-12-24 21:19:53,1005,43,BATCH_DATA,24.98,57.16,0,0,0,166
2025-12-24 21:19:53,1005,44,BATCH_DATA,20.98,61.65,0,0,0,166
2025-12-24 21:19:53,1005,45,BATCH_DATA,21.84,49.9,0,0,0,166
2025-12-24 21:19:58,1005,46,BATCH_DATA,20.45,57.42,0,0,0,115
2025-12-24 21:19:58,1005,47,BATCH_DATA,20.96,59.52,0,0,0,115
2025-12-24 21:19:58,1005,48,BATCH_DATA,21.4,57.83,0,0,0,166
2025-12-24 21:19:58,1005,49,BATCH_DATA,24.24,59.12,0,0,0,166
2025-12-24 21:19:58,1005,50,BATCH_DATA,24.43,61.08,0,0,0,166
2025-12-24 21:20:03,1005,51,BATCH_DATA,22.62,61.32,0,0,0,114
2025-12-24 21:20:03,1005,52,BATCH_DATA,23.7,64.26,0,0,0,114
2025-12-24 21:20:03,1005,53,BATCH_DATA,24.31,56.48,0,0,0,166
2025-12-24 21:20:03,1005,54,BATCH_DATA,23.81,49.35,0,0,0,166
2025-12-24 21:20:03,1005,55,BATCH_DATA,23.43,48.4,0,0,0,166
2025-12-24 21:20:08,1005,58,BATCH_DATA,19.52,49.6,0,1,0,114
2025-12-24 21:20:08,1005,59,BATCH_DATA,23.86,57.58,0,0,0,114
2025-12-24 21:20:08,1005,56,BATCH_DATA,22.57,55.01,0,0,0,115
2025-12-24 21:20:08,1005,57,BATCH_DATA,24.79,61.79,0,0,0,115
2025-12-24 21:20:44,1006,1,BATCH_DATA,24.73,57.0,0,0,0,163
2025-12-24 21:20:44,1006,2,BATCH_DATA,23.98,53.13,0,0,0,163
2025-12-24 21:20:44,1006,3,BATCH_DATA,23.77,52.28,0,0,0,163
2025-12-24 21:20:44,1006,8,BATCH_DATA,19.24,48.94,0,1,0,113
2025-12-24 21:20:44,1006,9,BATCH_DATA,23.29,64.48,0,0,0,113
2025-12-24 21:20:44,1006,10,BATCH_DATA,22.74,59.5,0,0,0,114
2025-12-24 21:20:44,1006,11,BATCH_DATA,24.82,62.97,0,0,0,114
2025-12-24 21:20:44,1006,12,BATCH_DATA,19.74,52.24,0,0,0,115
2025-12-24 21:20:44,1006,13,BATCH_DATA,20.72,50.89,0,0,0,115
2025-12-24 21:20:44,1006,14,BATCH_DATA,21.62,64.12,0,0,0,114
2025-12-24 21:20:44,1006,15,BATCH_DATA,23.22,55.2,0,0,0,114
2025-12-24 21:20:44,1006,16,BATCH_DATA,22.09,54.82,0,0,0,165
2025-12-24 21:20:44,1006,17,BATCH_DATA,21.9,50.0,0,0,0,165
2025-12-24 21:20:44,1006,18,BATCH_DATA,21.79,50.24,0,0,0,165
2025-12-24 21:20:44,1006,19,BATCH_DATA,20.96,62.65,0,0,0,115
2025-12-24 21:20:44,1006,20,BATCH_DATA,23.62,46.61,0,0,0,115
2025-12-24 21:20:44,1006,21,BATCH_DATA,19.15,50.83,0,0,0,114
2025-12-24 21:20:44,1006,22,BATCH_DATA,24.12,50.9,0,0,0,114
2025-12-24 21:20:44,1006,23,BATCH_DATA,23.61,60.13,0,0,0,115
2025-12-24 21:20:44,1006,24,BATCH_DATA,24.88,47.91,0,0,0,115
2025-12-24 21:20:44,1006,25,BATCH_DATA,24.48,48.53,0,0,0,115
2025-12-24 21:20:44,1006,26,BATCH_DATA,21.22,51.66,0,0,0,115
2025-12-24 21:20:44,1006,27,BATCH_DATA,22.81,56.65,0,0,0,114
2025-12-24 21:20:44,1006,28,BATCH_DATA,23.8,54.01,0,0,0,114
2025-12-24 21:20:44,1006,29,BATCH_DATA,22.8,64.0,0,0,0,112
2025-12-24 21:20:44,1006,30,BATCH_DATA,21.5,56.01,0,0,0,112
2025-12-24 21:20:44,1006,4,BATCH_DATA,19.8,51.94,0,0,0,112
2025-12-24 21:20:44,1006,5,BATCH_DATA,22.34,47.69,0,0,0,112
2025-12-24 21:20:44,1006,6,BATCH_DATA,19.35,52.41,0,0,0,113
2025-12-24 21:20:44,1006,7,BATCH_DATA,19.02,62.66,0,0,0,113
2025-12-24 21:21:14,1006,31,BATCH_DATA,24.35,57.2,0,1,0,165
2025-12-24 21:21:14,1006,32,BATCH_DATA,19.71,53.3,0,0,0,165
2025-12-24 21:21:14,1006,33,BATCH_DATA,21.96,64.31,0,0,0,165
2025-12-24 21:21:14,1006,34,BATCH_DATA,22.52,52.69,0,0,0,115
2025-12-24 21:21:14,1006,35,BATCH_DATA,23.64,61.56,0,0,0,115
2025-12-24 21:21:14,1006,36,BATCH_DATA,21.82,57.15,0,0,0,114
2025-12-24 21:21:14,1006,37,BATCH_DATA,21.6,61.12,0,0,0,114
2025-12-24 21:21:14,1006,38,BATCH_DATA,21.88,48.88,0,0,0,166
2025-12-24 21:21:14,1006,39,BATCH_DATA,20.98,60.1,0,0,0,166
2025-12-24 21:21:14,1006,40,BATCH_DATA,24.38,62.16,0,0,0,166
2025-12-24 21:21:14,1006,41,BATCH_DATA,20.04,48.21,0,0,0,115
